meta,id,tweet,sentiment,emotion
meta,12711,rashid hanuman tumara superman bheem thor thi,neutral,others
meta,2273,happi excit full potenti die attitud leader,positive,joy
meta,15127,hope drake chanc wa never debat ppl act thi app tho idk,neutral,fear
meta,4357,love aesthet sad make sad face ur tear hahahhah,positive,joy
meta,16136,congratul bahut bahut subhkamnay bharat punah sone chidiya kehlan agrasar vand,positive,joy
meta,6348,burd board exam fail hone pe apni mummi reaction socho itn pe meri,neutral,fear
meta,39486,thegiftofeduc thanku much guru ji aapki rehmat hum kr pate h,positive,joy
meta,19416,hafeez saye support log usko vote dega,neutral,others
meta,29909,yeh kutt fauji tassub bahir yeh 7 lac pig qoum haq maa,negative,anger
meta,12522,chhavi yadav like thi bold right wit,positive,others
meta,17321,congress parti gandhi pariwar bapauti nahi congress presid gandhi pariwar,negative,others
meta,16227,lo pata chala mujh,neutral,surprise
meta,18940,mam miss allah bless hamesa healthi rahain aapko hum sabki umar lag jay,positive,sadness
meta,16870,admin proud moment ganjam 83 student odisha aadarsh vidyalaya ganjam score 90 10t,neutral,joy
meta,5867,mb kismat laari day,neutral,others
meta,30601,sarfaraz ramzan 1 run 70 k barabar hay humn run thek bnay thay goron nahi pata hum kia karen,positive,others
meta,25418,usn kaha kya bewafa hoon kaha tu itni dhokhebaj jiska hisaab nahi usn kaha b,neutral,others
meta,2385,sir aam public dikat hoti safar dauran ticket nhi miln pe agent log 500hundr 1,negative,others
meta,5600,insan12 valuetim valuelif rever saint dr singh ji insan motiv peopl put time good go,positive,others
meta,44877,owaisi saab iss liy achey paisey milt hongey see thi hindu muslim divid stupid p,negative,others
meta,14253,janab baldia town 3 sa 4 time load shead rahi h ap krta kew nhi agr ap jawab nhi dia,neutral,fear
meta,16231,,neutral,others
meta,33042,kal islamabad gujranwala bazareya train sham 5 baje rawana hua gujrat ky qareeb thi ky cabin ky bahir udham sa mehsoo,neutral,others
meta,37923,bass bharat mata jai bolo bossbaaki,positive,joy
meta,18744,indianelections2019 mahagathbandhan onc say ak chowkidaar chale jayeng dont know chowkidaar stay fo,neutral,others
meta,18854,good morn dr harish bhalla urf swami harshanand,positive,joy
meta,13332,khalid h muzhab nam per muslmano nafrat phelana band karo ibli kam mazhab konsa sahih konsa gha,negative,others
meta,36730,flop heroin panauti ishqmeinmarjawan murder kark indonesia flop anarkali promot,neutral,disgust
meta,24551,chutiya insaan yea manika nahi hea lanat teri shakeel per number insaan,negative,disgust
meta,26477,urin drinker teri maa pakistan gai thi tere paida karn,negative,anger
meta,22165,lijiy proof agar abhi lagta gundon bjp karwaya sudhar jaiy,positive,others
meta,2589,modi sir light sinc 1020 pm tilak nagar west delhi,neutral,others
meta,20111,gaddho abhi sudhro chaplusi chamchagiri rajniti band karo abhi bahut dam kham baki congress,neutral,anger
meta,604,avi samajh mae na aaya tho parti band jayegi socho kyo hare nahi kyo jeet raha,neutral,others
meta,44550,jaishreeram didi jai shriram thi jai shriram sadaiva jai shri,neutral,others
meta,31761,sir aapko jeet badhai pure desh pm sir aaps request btc pidit 68500,neutral,joy
meta,22629,pakistan k pa harn k siwa option nahi hogakaptan england khbardar kr dia 54 live,positive,others
meta,6598,kia kia es sharat nhi sad bnai phr,neutral,others
meta,16566,maaza thank veri much si love respect,positive,joy
meta,4397,isko bf nahi kehta isko noukar kehta hainhttpst,negative,others
meta,7869,vinodr vinod ji chill man modi ji sikho ais kutt kuttiya bhaukt,negative,anger
meta,16500,puran movi kalaakaron sarkar taraf great servic award milna chahey g,neutral,others
meta,22651,bharat movi trailer like lot kyunki salman khan sir stardom sare act fabul,positive,joy
meta,1661,nh l n nh em g stay strong lalisaw alway love alwaysstaywithlalisa,positive,joy
meta,41299,ase ghatnao k liy puri terha teyar rahekyu jin biwi nahi hoti unko aurto kadder nahi hotiinki,positive,others
meta,3602,allah pak app appki famili sabrejameel atta farmayieameenload love respect brother,positive,others
meta,33673,inspir hokar mr dixit write first shayari dedic thi shayari abir aapki yeh,positive,others
meta,22523,husband chod nahi sakta hamah pass aajao chod discount,neutral,others
meta,730,a1 nighat rohatgi brave girland,positive,others
meta,9536,problem polic misconduct misbehaviour pe rural area case,positive,others
meta,20334,mujrim nhi smjh kyuki tumhar bato bjp bhout bnft hua bhout kam aay itn bk bk nhi,neutral,others
meta,26989,bjp keep chune gay mph mar belet prepar chunau karvavo dekhat kaun jitata,negative,anger
meta,18318,awaaz maim aapko apni problem bataya log sunt ni pahredaar bolt h consum,neutral,others
meta,29430,god genuin pray god bless child bad word jiski maa itn bure bol boln,neutral,others
meta,31555,baba ji agr yog h aapn apn ghutno treatment foren kisliy kraya,neutral,others
meta,44475,west bengal wa famou macher jhol jehadi didi ha make infam blood soak rice,negative,sadness
meta,43960,think dont know anyth gujrat riotsfrom 2002 2014 even later even singl,neutral,others
meta,31925,modi kutt andhabhkt tweeter pe bhauk rha modi kutt sirf hindu muslim krne gareeb k,negative,anger
meta,26346,elect ladog 2020 kahe ladog tumhari 20 seat fix uss jyada nhn milegi elect paisa mat barbad,negative,others
meta,27932,ji papa g jrur hum santi bnay hue apk vachno per chlte rheng hmesa 60millionstand,positive,others
meta,5709,rafiqu kameeni loogo justic system sy wessi nikal deena chahey dafa hona theek hy,negative,others
meta,3807,bjp aan vidhansabha chunav harn 3 mukhya karan hong 1obc scholarship nahi dena 2vyapar,neutral,others
meta,1453,x cm shila dixet karn wale feku annaji b dhokha de diya,neutral,sadness
meta,14964,ram ram dosto good night,neutral,joy
meta,727,chor 2000 drug bolkay fund laingay read khayengay 8 drug australia manga k dou chaar din sindh,negative,disgust
meta,28405,bhai wapi na chi jana dekho agar ap muhabat hoti na ap aisay maidan chor,neutral,others
meta,32949,bhauk raha tu kya lega saal isiliy zaleel rahe 1000 saal sehum mahan,negative,anger
meta,27156,faiz priyankachopra chopra movi 1 month pehl chod di thibharat team news late anno,neutral,others
meta,34330,saurin hypocrit actual secular aad roti sakeng,negative,sadness
meta,15783,salmanji bahut bahut aacha dikh rahey aajbahut khush dikh rahey aapmain pic de,positive,joy
meta,41915,swaraj 1 need motiv like public lifeal cun khangrejiarrog particip,neutral,disgust
meta,32954,fursat abhi mili thi chand minut pir us text messag majboor ker dia aj tweet jaye,neutral,others
meta,32191,rathe isk liy apko milta h best chutiya world award,negative,disgust
meta,35793,mumtaza thank much dearesti love abl see distanc look ipad without take glass,neutral,joy
meta,38631,bjb muslim nafrat muslim desho patrol diasel lena band jane asli bjp wale aakhir gulam,negative,sadness
meta,25082,congratul ji proud hindu jai sri ram,positive,joy
meta,15807,hous noa 2 vipin garden dwarka 110059 call 9811241624,neutral,others
meta,28171,sadak barasat dino band jati iss gauv 5000 log raht,neutral,others
meta,1995,activa 5g sinc last yr activa give mileag chor kisko,negative,disgust
meta,4254,dear 105 run maar poori team bc modi itna darr bat samhal nahi paa rahe pakistani play,negative,others
meta,14467,uppsc18mainspaperout student naxalit mat banao bahut tang hum phle paperout krne wale phasi c,negative,anger
meta,19156,nair menon languag natoh malayalam bath karnautanki sala tu hemeh nahi,negative,anger
meta,9234,get one wish duaa night growingupmuslim,neutral,others
meta,22604,team good servicekeep go,positive,joy
meta,6171,bjp vote muslim mahilaon n purushon diy jinko yojnaon fayda milaya,neutral,others
meta,28496,love avneil werent wear ani clich colour look beauti thi colour outfit wa hatk,positive,joy
meta,36535,lagta congressi na samj log har sadmes bahar nahi nikl agl har tayri jut gay zhuth log,negative,others
meta,8439,yeh 5th gen dg ispr haifauj kab iss cartoon ghar bheje gi,negative,others
meta,3713,baba har har mahadevapki maa ganga apko yaad rahi hiuns mil unka dhayawad karna,neutral,others
meta,3872,thefilm shaadi kab karni bharatthiseid,positive,others
meta,9353,khan great work sir ba desh boln bach,positive,others
meta,34971,panauti nikla bc,neutral,others
meta,16451,thefilm,neutral,others
meta,15716,ishaq najuk hei bahut juban nahe aankho bayan hoga hei dard bad jay dukh aankh bha,neutral,others
meta,30475,manish itihaa hume sikhata hum itihaa nahi sikht bjp yeh sikhaya purvajo,negative,others
meta,22474,veri good aisi maa bahut bahut bahut bhagyashali apn bete itni uchahiyo pr dekh aisa bet,positive,joy
meta,16436,pehl malum yhi hogabachpan mei humn b bhut ghr ghr khela,neutral,others
meta,28808,perent hamesha majdoori kark meri har khvaish poori kart mene kabhi unk chehr gareebe,positive,others
meta,15997,delhi govt new hospit kaushik enclav burari almost readyfinish work carri,neutral,others
meta,13205,atal ji na jaisa hmara desh gorav bdhaya onki raho pr h hmara pm modi ji,positive,others
meta,17572,10 cool guyveri uniqu personalityais batein kartey rehnait make u fun,positive,joy
meta,12730,love job new hous love everyth im right ion think ever thi happi life,positive,joy
meta,28879,sir g hope humara desh age jayeaaps bhut sari ummeden jai bharata,neutral,others
meta,16976,macdonald rlli stress enough import tell peopl love care bco actual never know whe,positive,others
meta,18716,boy dekho tumhar liy kya laya hu girl khush hoker jaanu love boy,positive,joy
meta,3383,khaleesi mai sorri nai bolni wala kyun ky sorri bolna cheezain kharab krta proud liay ky tu jaa,positive,others
meta,24204,miss bahi mulvi subhan son afzal hit six challeng,positive,sadness
meta,1636,googl search ni dekha twitter isko twitter bhaga diya,neutral,others
meta,14867,bae sali apn buddh sambhal marn umar kya2 karta sala crimin plastic,negative,anger
meta,21618,scam ible k vlog tau kutton tarah dekha hoga socha k chullu bhar pani doobna,negative,disgust
meta,10636,bhai aaj tune kishi scam avaj nahi uthai modi ji k kam kale gungan avaj uthata,negative,others
meta,24759,inc evm media dalal chasma nahi isliy c,neutral,others
meta,22634,band karo behe aapko bura ni kehta usk bekar unnecesari behe mat cha,positive,others
meta,15647,good morn almighti papa ji plz bless famili sewa sumiran parmarth ba,neutral,others
meta,43466,farzi rashtrawad h aapka din dharti 5 bar matha lgata h uss zabrdsti nhi bulwa sakt u,negative,disgust
meta,28502,match end well play bolt na pakistan usk layak nhi,negative,others
meta,13553,modiji aapko dusar parva bahut bahut shubkamanay bharat desh bahut unchai le j,positive,joy
meta,26733,dunya allah kafir khushyan ata farmatay balkeh un ziada khushian meli bc,neutral,others
meta,36147,bangladesh agr jeeta pakistan k top 4 ani k chanc bohat kam jani,neutral,others
meta,21193,boondi break wa mess thank tip ladi small littl soul sistersmc group awesom,positive,joy
meta,40750,ravidubey ravi watch kudiy ni jealou yoush beautifulwel stay blessedlot love,positive,joy
meta,42810,happi birthday versatil actor babu bhai shri paresh rawal ji,positive,joy
meta,31465,sir kgf like movi bacha hero bahut maza aata,neutral,others
meta,12957,south africa team bekar h ushmeabd viller na,negative,sadness
meta,19606,pray today wish peac love happi jumma tul wida mubarak saeed,positive,joy
meta,1164,chutiy mahaa chutiy phr aati hn romant post py sad react krni wali,negative,disgust
meta,17554,bilkul aisa jin khwaish hoti kay leader acchi jamey g,neutral,others
meta,36756,har har modi bhool gay koe aaj pm modi vo rajnath sabs ladkr,neutral,others
meta,5817,mamtadidi yeh ranga billa jodiy aeisiy chalak lomdiy jese hei kucchh nahi kareng onliy bholi publick,negative,others
meta,3409,2014 baad desh tarakki vo pehl nahi thiy modi ji aan baad huaash modi ji ba,positive,others
meta,5982,rashid salo galat h toh haiiii lkn bjp nam kyu kya wahan narendra modi khda h amit shahh,neutral,others
meta,15952,writer dada dono nahi aan waala kyunki aan modiji pass hau,neutral,others
meta,40615,sambha kahan mila tujh yeh tape suna zara sun lo gaun wasio thakur kamal,negative,others
meta,8770,gandhi ji hatya savarkar nam court pesh huw bad bithaya ga,neutral,others
meta,26593,everyth good charact isnt readi lose mrgirgit,negative,anger
meta,44098,good share check item im love poshmark fashion style shopmycloset,positive,joy
meta,15255,india treatment nahi ha sasur walo puchh 70saal health kuchh nahi kiya,negative,others
meta,21370,angrejo bibio kapd dhoy use chutiy log deshbhakt nehru bolt ky,negative,anger
meta,25512,1314 yo nigga babi mai chahti hun eid mai ji colour dress pehnu usi colour dress pehno wh,positive,others
meta,24314,yar masla nai k log isko nahi chorein ge masla k ji cultur k,neutral,others
meta,16678,9 9 ay kadi v nahi sakda,neutral,others
meta,26364,good morn rockstar papa ji plz bless sewa sumiran parmarth bal b,positive,joy
meta,3240,yhi mujh tere pe trust nahi tu harr baari meko last circl marwa deta,positive,sadness
meta,21629,hoti kha ati h itni pavitr ldkiya jine bc nahi pta villen,negative,surprise
meta,6769,jivo keep xxx,neutral,others
meta,21740,tadipar power liy giddh bann gaya wo kya karegasirf encount,neutral,disgust
meta,22403,mosharraf desh bad sudhrega pahl haramiyo pakad pito ja dusro atyachar rahe,negative,anger
meta,965,ha ha hacow mutr peek win war guysyou st,neutral,others
meta,29495,democraci saleto chor kon ha bhai tmc log bjp mn shamil hore ha ji gali dete,negative,sadness
meta,36393,soniaji want say yaad sadhavi saat hua mai uss pyaar karta hu use meri shaadi hui,neutral,others
meta,40078,jaihind bahut bahut subhkamnay hamar nagpur jai shree ram,positive,joy
meta,11752,cant wait chand raat mehndi lagi gi hath eidulfitr comingsoon,neutral,joy
meta,9786,mominn yeah exectli say onc meri khwab aye thi raat ask dre,neutral,others
meta,6163,maam smile dijiyeit give immens happi see smile,positive,joy
meta,40092,sam first time bane untundiadi trend ani feel ayyi prati second movi format follow,neutral,others
meta,14699,shaikh10 tere cyber cell file karn jaa rha kal kya bol rha surat bacho,negative,anger
meta,373,beta nafrat jais jahil illiter failat pata nhi kon si phd chal rhi h,negative,anger
meta,18466,af chutiy saal,negative,disgust
meta,44107,ok daal chawal ricewhat meat think realli good shaami kabab paratha would,neutral,others
meta,2232,good morn pyar gurupaa ji plzzzz bless sewasimran nd parmarth stayawayfromhypocrici,negative,others
meta,3012,ed everi pass day losinh essenc life mean use send eid card eidi friend c,positive,sadness
meta,15867,good morn almighti papa ji plz bless famili sewa sumiran parmarth bal,positive,joy
meta,22458,rahul ji aapko istifa nahi dena congress jamini tor pe majboot banay,positive,others
meta,19694,modi ji bohot bohot bohot shubhakamanyenaapan sach poori nishtha imandari desh,positive,joy
meta,11433,om islaam kabool karn bohut aag lagi thi jawaani bhooth sirp chadha thaab jawaani,negative,anger
meta,21266,wait sometim save emot till june 16 maukamauka way,neutral,others
meta,21377,notobaccoday sant rampal ji maharaj acquaint mangal knowledg million famili live free,neutral,others
meta,16259,shayal thegiftofeduc move inspir singh jiinsan free center open,positive,others
meta,28353,sir 2 pais aukaat nahi kmra kahan kutto,negative,anger
meta,37680,sing swami ji aisa feel rahe,neutral,others
meta,9553,1992 k odi world cup pak wi k khilaf pahla match har gia 2009 k t20 world cup pak eng k khilaf pahla,neutral,others
meta,24822,yesss areeee shit suppos wrong unaccept becom romantic,negative,disgust
meta,15518,media naam lenaa nahi aataa pahali baar sunaa kyaa baar chukaa,negative,sadness
meta,33616,samsungm40 samsung m30 bilkul mat lena warna bahut pastawo ge pasta raha hummn camara dam bakwass,negative,sadness
meta,5577,tweet mast news baba waah modiji waah desh duba hum tumhar sath,negative,others
meta,25947,love u muah u preciousest thing happen life thank hard fun,positive,joy
meta,27721,dont use thi kidisay famou krnay wala media hwrna ghr baitha hwa skoon sei kya qsoorm,neutral,others
meta,174,media channel dikh rahe ink upar prakaar crimin case shame thi type media channel,negative,disgust
meta,4205,nsharif pakistan ao na haram olaad hoti ha wo maa k marn nhi ati baap jail hui nhi aye,positive,others
meta,38073,sha allha super star real playr iqbal bhai,neutral,others
meta,4617,thi cours case person enmiti hate crimeabhi toh sirf congress gandhi,neutral,others
meta,399,south africa bowl india sath chalegi kya savban cwc19,neutral,others
meta,9294,stalk mama fbso happi see live life daghana laag niya uyi,positive,joy
meta,28393,suji nhi sakta teri zindagi sirf kaam pappu mutra paan,negative,disgust
meta,43601,salman crimin fan pka jail hogi ub rishaw wali search kr kr k 1 screenshot le k post kr rhi,positive,others
meta,21366,anpad ganwar kya googl pe tube pe sari ayashiyo gandhi kahaniy j,negative,others
meta,21040,abe karam jale suprem court v unh clean chit de diya tu sale kath putli,negative,disgust
meta,31190,congress parti walo apn pravaktao kha debat part mt bnna kuki unh pta,neutral,others
meta,33053,alqadi connect maan havard univers north east nigeriami school pride,positive,others
meta,23325,quagmir wo aaj ubal raha usk darr gaurav sp chor bjp aa gaya,negative,others
meta,11606,har umar pyar alag tarik nice one,neutral,others
meta,27456,honor sir hum logo rojgar deya jay thank mission mana,positive,others
meta,31084,dont know whi liber hate self make peopl 200r ticket bikti nahi dusron ungli karni,positive,others
meta,37179,hinduo khilaf rahe atyachar virodh aavaj uthai isliy jhute aarop lagakar fa,neutral,sadness
meta,24333,yaar congress q apni parti tu rss bjp lag jaig,neutral,others
meta,14453,england k pori seri hari sohail drop k world cup surpris diyaa,neutral,others
meta,35275,hello new monthb good give us lot junoon,positive,others
meta,43993,happi weekend thi one,neutral,others
meta,28734,kurosaki fadnavi free societi indu valley cultur earli rigved,neutral,others
meta,25964,bharat chhod inki aukat kahi bhee nahi yani muslim countri puchhanew nahi bharat mai,negative,anger
meta,24766,agre wa super bahut bahut upar perform superdancerchapter3,positive,joy
meta,28244,chor olad chori kri g chor defend kri g kia kri g5 saal,negative,disgust
meta,28166,sorri spam back rhey alon much im excit feel l,positive,others
meta,32367,rathor hardik thele wale boss okt dar hona chaiy bhindi timatar bc,neutral,others
meta,25970,soul mei happi stresshey anxieti assalamualaikum depress miss overthinkingidhr aao biryani khilaun tensi,negative,others
meta,39297,chutiy gai puja kyu jaati kabhi socha kyuki wo kisan dudh deti jiss usko kamai jati,neutral,anger
meta,14108,viratian nahi bhai aamirspk2 rt liy nahi kiya,neutral,others
meta,44410,doubt asish play well wtf raftar sir badla gang leader badla lega yeh xerx wa,negative,anger
meta,16851,im hoooooo love bookfair much asid izumi tsumugi event reward card,positive,joy
meta,15933,like u alway say b sakta wa sing b self make languag thank u much c,neutral,others
meta,13253,sharma chal na gungun notif pareshaan jayegi chat mat yaha,neutral,others
meta,4554,wiley14 good luck bud go great know rootin way,neutral,others
meta,15252,kya karewhi u share thi reason bc chutiyap seema hoti,negative,anger
meta,19323,bhai like jada paytm 9877279678 harmandeep singh love bhai,positive,joy
meta,11245,thank god babe mahan nahi bani biji bauji mana kr dia sath rehn kobecaus hypocrit khuran,negative,others
meta,44319,yr log divis bat kr rhe h bat btao yha 20 muslim h tums brdash ni rhe,neutral,others
meta,15457,humor rahul gandhi support bada bevkoof nahi albert chacha,negative,disgust
meta,27903,pakishtan player rooza todana isley jaldi rahe pakvswi worldcup2019,negative,others
meta,40027,14 year old girl jaanu tm mjhe kbhi chor k tou nhi jaogay na never lekin agr margya tou maaf krdena,neutral,others
meta,13965,good morn sir kal baba biswanath puja fal jarur mile 5 saal ase desh,positive,others
meta,9033,fake nahi actual news nahi defam sath pictur lagai wo g,positive,others
meta,22456,anyway want port outmi number problem cant abl send messag ani numberso want kam,neutral,others
meta,13491,absolut ryt dear bt thing peopl mith jal pawah kro gud us,positive,others
meta,12851,listen sad music im sad make even sad,neutral,sadness
meta,13803,follow saifii interact good tweet follow back pli follow saifii,neutral,others
meta,14209,baar baar din yeh aay baar baar dil yeh gaay tu jiyon hazaaro saal yeh meri aarzooooooooooooo h,positive,joy
meta,32818,modiji 2014 vaad pura kiya unhon kaha jais power aayeng sabs pahl crimin record mp safa,positive,others
meta,42971,ocean give shit ratsbul rat,negative,anger
meta,16210,congress opposit parti media modi agenda hindumuslim pehl sam,neutral,others
meta,24614,offcours repli jarur zrur dn ge promis,neutral,others
meta,29131,mamatafrustr mamata jee respect jaya jaya ram peopl lose faith person bearin,negative,sadness
meta,18983,allah mubarak maheenay sadqay pakistan wc kamyabi ata kr saal wc pakistan jholi daal,positive,joy
meta,2408,takat aafat himakat ibadat adalat chaht mohabbat amanat jitn adat yeh,positive,others
meta,11119,tamam student inform keya jata k jin student midterm exam mark waja paper fail wo jalad az ja,neutral,others
meta,38734,bhik mango bjp setum log garib chuke bhik mango hindu agar bachna chahog toh ghamand chhod,negative,disgust
meta,6928,system fail isliy train pahucha gaali likhn sahi baat galat nahin hoti,neutral,others
meta,35517,iss ss appi kahi nahi bola 250cr akki wajah sena akkian credit maangta hainau,neutral,others
meta,32547,no1 maa kyu itni jaldi rha bsdk tere baap uss raat itni jaldi nhi hoti toh,negative,anger
meta,43694,salman fan get treat thi eid bhaijaan come blockbust iambharat salman kh,neutral,others
meta,24055,sutzu weregarurumon gin one bless feet awesom great work,positive,joy
meta,19322,band baja bajn wala h mai 6month k baad unlogo talaash mai nuklunga bol rahe h,neutral,others
meta,20511,sorri pr ese video dekh kr woh 4 1 haft gussa aata haijaha tk ba,neutral,others
meta,13295,humor behn loda shahid afridi janta hoga iska abba h gautam gambhir kyu janega,negative,anger
meta,38470,sharam doob maro kambakhto tabde hailanat aisi tabde pe,neutral,disgust
meta,27323,electr aani nahi chaiy tere jais kalmuh ghar pe nahi fir gandh failan lag ja,negative,anger
meta,39953,arrey baap koun yaar bahot mast banda celebr bana diya meko love,positive,joy
meta,31047,th info ktown jay park hitboy ktown hitboy ja,positive,others
meta,12705,kam bad elect ja,neutral,others
meta,32474,yaadei behad khoobsurat hoti love thank u thi beauti memori,positive,joy
meta,31148,toh kasi hoti hum toh futur bhabhi achi nanadon tarah pahdda nahi karwa wa,neutral,others
meta,23979,shame plagiar kartay pakri gai chali phd karnay nikkamay naalaik log,negative,disgust
meta,15468,ia pak jeetna ha match shoaib akhtar say pakistan phanita na lgayaa mra nam chang kr dena,neutral,others
meta,11373,god bless u denni wish u recov well mental ill neg chutiya,positive,others
meta,31358,sir g kahen sharab nash notbandi anchor nahi thi na dhund khuda,neutral,others
meta,42079,kya jano tumn toh padha nahi na,neutral,others
meta,43493,lagta bbc urdu jald pak band karna parayga bbc ban reason,negative,others
meta,26642,wo tabhi sakta pappu apni apni maa apn baap jijaji naajaayaz samp,neutral,anger
meta,14697,tell want achiev give birth whole cricket team btw use,negative,others
meta,765,antar atma bech diya beijjat kark bhagaya nahi jata nahi hilega lekin rahe,positive,others
meta,27362,bjp nahi lad rahe ap pure desh k sath lad rhe thesainiko nicha dikhakar,negative,others
meta,31113,log opposit kisliy tweet karn dal sashti jayegi itni haar chuki frvi samajh,neutral,others
meta,28540,h l realli,neutral,others
meta,2855,bilkul sahi nirupam kyunki paa nahi bacha ja boleg kya galiya,negative,others
meta,43705,dhan dhan satguru tera aasra good morn piti best day plz piti give bless human work,positive,others
meta,19103,meera yeh kucharya mix breed maa mulley pel gay hongey tabhi yeh mc kutta paida hua,negative,anger
meta,35358,ji apko sabs pahl badhai ji eak school director hu lekin aaj school band gaya,negative,others
meta,45132,perent hamesha majdoori kark meri har khvaish poori kart mene kabhi unk chehr gareebe,positive,others
meta,14817,honbl modi ji goyal ji may ask mann baat thi offic whi miss use,neutral,others
meta,9680,bahut bahut badhai dada v modi ji v hum sati kksath chale jite v,positive,joy
meta,29932,yoonmin feed us much todaya realli beauti day yoonmin shipper live best live right,positive,joy
meta,30957,nahi chahiy 5 kg ga cylendar scientist modi sahab tarahnaal ga chai pakoda ban,positive,others
meta,24507,yeah look like work kitchen diner hotel someth toobut cute,positive,joy
meta,6078,acha borhi sahi laikin apn khandan orat maidan laya ali wazir warna tou abhi p,neutral,others
meta,17052,ramadan leav soon take care imaanmay allah make easi us ameen,positive,joy
meta,23851,insan1 dhan dhan satguru tera aasra happi birthday dear kasam msg papaji bless,positive,joy
meta,23095,chehra ankho samn baar baar aati earli morningmera dil sukoon,positive,others
meta,12240,saal sitiyaaabaazi kiy tinder twitter nahi,neutral,others
meta,18354,tere jese ghatiya logo jute mar mar samjhnaa cahiy gdp import ja hindu muslim dall,negative,anger
meta,27508,final watch dede pyar de movi rakul preeth singh look georg act super,positive,others
meta,22678,mr poet phr kya likhna brain pighal gya kaam ni kr rha,neutral,others
meta,2103,rahul modiji mujs debat nahi kart modiji mujs dart congress spokesperson tv debat nahi jayega,neutral,others
meta,21978,bahut pyara ekta sutra bahut bure logo,positive,others
meta,18740,tayosa jaiga wag sa jamil fuck stupid stfu,negative,disgust
meta,14644,chamch kya haal chamcho bada chilla rahe lahul gandhi bn gaya pm,neutral,others
meta,41042,mittal1 veri true dwaper yug avtar krishna treta yug ram kalyug guru nanak dev ji,positive,others
meta,10287,tere baap khoon hisab dena hoga amethi sabs jyada julam kia,negative,anger
meta,12581,47 yh isk samn jcb kudai kaam nhi,positive,others
meta,43584,modi govt chahati nahi padhai karr,neutral,others
meta,7216,hey manak gupta take thi u bjp chamcha ur concern fake,negative,sadness
meta,3852,yun kehn teri rah patthar nikla tune thhokar laga di toh sar nikla woh shakh phoolon,neutral,others
meta,12867,h rinki naaiiipata nai kaun,neutral,others
meta,34000,amir bhaijaan pleas speed karo apn ap batsman beat gaya ga kamd kam 145kmp dalo,positive,others
meta,7802,jub burayi k khilaf ladog nahi thab sahi haq wale sabit nahi hogehaq ush nahi kahet batil,neutral,others
meta,19310,silentmod aaj kal opinion dena chod dia thik nahi dusro kya opinion du,negative,others
meta,21928,bday celebr prateek pal naveen n shailesh celebr birthday,positive,others
meta,44895,mp rj aapki sarkar kitna de rahe haigovern madat sakti pal nahi sakti kisan,positive,others
meta,12674,jhuth nhi boy feku,negative,others
meta,11098,dear sir one best ministri get,positive,others
meta,9315,love guru ji pleas accept deep obeis infinit pranam love thankswith love pravin,positive,joy
meta,11456,love bena thi pic mirboo north dure week,neutral,joy
meta,14427,pakistan kutta nahi sktakutt waf,negative,disgust
meta,45156,rathe lo aa gye gaandu andhbhakt job gaandu modi tho job nhi,negative,sadness
meta,10860,thank papa good look babi masha allah sarey bacch ap pe gay ji feel glad,positive,others
meta,7803,citizen portal part 2 exampl aik aam admi wapda shikayat karta yoh osay sub divis divisi,neutral,others
meta,24178,apki chor london bhaag gye bcha wo ander hay,neutral,others
meta,40175,kya bat yaro waki shandar best mutual fund app groww groww,positive,others
meta,20398,app yehi tho kemi sir app hemasa dalit jatti name per kertha,neutral,others
meta,34372,tujh 50000 milt azam khan ji hujoori karn k paaltu kutt,negative,disgust
meta,44817,teri mummi chu gh jaonga cow beef lekar trivedi nikal dunga teri bho randi beez,negative,anger
meta,3214,liy 1 emoji meri zindagi sabki jaan good look dukhi aatma attitud mehfil jaan matlabi flirti,neutral,others
meta,19462,pakistan bar bar duhai dene wali bjp kyu evm chunaw krwate jb pakistan beletpepar chunaw,neutral,others
meta,11500,har parti upper naa sahi nech jarur bhale vote bank rajniti liy dusr k,negative,others
meta,22047,pray allah almighti thi night bring much good muslim geog,positive,joy
meta,17017,jaha b jao har taraf bharat bharat dafa time blockbust tag lagna chahiy inshaallah lgi ga,positive,others
meta,30215,bjp k godi media report nahi yeh hindu report wais tu kitn bika chamcha bann,negative,others
meta,666,ba iss jyaada badi tumhari soch nhi sakti cloth judg kart shame sir,negative,disgust
meta,13576,sirje wholeheart appreci among intellectu rare henc u endors new eam feel proud abt u,positive,joy
meta,30025,bhole log bht bhole log phr eat wo log smjhte br worldcup2019 pakistan jeet ga wtf,positive,others
meta,21668,atal g shi kha modi g unh vipaksh nhi baithn diya,neutral,others
meta,28389,quetta mashkel quetta sarkari ambul qimat afford na karn waja gareeb log apn pyaron lash p,neutral,others
meta,42830,din sabko jana aapko jaan k baad desh achh yaad kare aisa kaam kare sirf ram n,negative,others
meta,27479,wagl la aikla aah hindi boltana sheee bhayankarpan mala vatta hindi nahi ladavaviorgan,negative,others
meta,41824,bhai dil khush gya apki post dekh kr salmania fan love u,positive,joy
meta,9046,vika goa vika totter due goamin ban restartgoamin rais vika modihelpgoa,neutral,others
meta,21411,abe ooo itna desh prem accident prime minist pakistan kyu releas,negative,sadness
meta,11263,still electr kitha ibadat kr raha wapda walo sadi neind kharab kiti na,negative,surprise
meta,14454,one seriou movi wo 5 masterpiec banana bohot baat,negative,others
meta,26948,barf wale samos b best hen,positive,others
meta,1854,bear krishna zoo bear bhai tumara har jagah kaat gaya keep calm start prepar 2024 good luck,positive,others
